Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Mar-11,Junior,,,Assistant Information Officer,Communications Support Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,1,24538,28573,,Communications,,
Mar-11,Junior,,,AO,Communications Support Officer,,Home Office,Home Office,"Digital, Events and Staff Communications",,,1COM05,,1,15386,17377,,Communications,,
Mar-11,Junior,,,SEO,Private Secretary,,Home Office,Home Office,Crime and Policing Group Director General's Office,,,3CPG01,,1,32602,37964,,Policy,,
Mar-11,Junior,,,EO,Diary Manager ,,Home Office,Home Office,Crime and Policing Group Director General's Office,,,3CPG01,,1,20235,23802,,Policy,,
Mar-11,Junior,,,HEO-D,Private Secretary,,Home Office,Home Office,Crime and Policing Group Director General's Office,,,3CPG01,,1,23802,33953,,Policy,,
Mar-11,Junior,,,SPS,Policy Support Officer,,Home Office,Home Office,Crime Director's Office,,,2CPG05,,1,20753,24662,,Policy,,
Mar-11,Junior,,,Grade 7,Private Secretary,,Home Office,Home Office,"Drugs, Alcohol and Community Director's Office",,,2CPG01,,1,44656,55264,,Policy,,
Mar-11,Junior,,,EO,Diary Manager,,Home Office,Home Office,"Drugs, Alcohol and Community Director's Office",,,2CPG01,,1,20235,23802,,Policy,,
Mar-11,Junior,,,SPS,Senior Personal Secretary,,Home Office,Home Office,"Drugs, Alcohol and Community Director's Office",,,2CPG07,,1,20753,24662,,Policy,,
Mar-11,Junior,,,Grade 6,Senior Policy Adviser,,Home Office,Home Office,National Crime Agency Programme,,,2CPG08,,3,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,National Crime Agency Programme,,,2CPG08,,1,44656,55264,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,National Crime Agency Programme,,,2CPG08,,1,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,National Crime Agency Programme,,,2CPG08,,1,20235,23802,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,National Crime Agency Programme,,,2CPG08,,1,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Anti Social Behaviour & Youth Crime,,,1CPG07,,1,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Anti Social Behaviour & Youth Crime,,,1CPG07,,3,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Anti Social Behaviour & Youth Crime,,,1CPG07,,3,32602,37964,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Anti Social Behaviour & Youth Crime,,,1CPG07,,1,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Anti Social Behaviour & Youth Crime,,,1CPG07,,1,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,3,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,7,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,4.83,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,7,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,4,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,1,15386,17377,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,Violent Crime Unit,,,1CPG15,,3,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Reducing Reoffending Unit,,,1CPG13,,3,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Reducing Reoffending Unit,,,1CPG13,,4,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Reducing Reoffending Unit,,,1CPG13,,6.6,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Reducing Reoffending Unit,,,1CPG13,,1,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Reducing Reoffending Unit,,,1CPG13,,6.83,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Reducing Reoffending Unit,,,1CPG13,,1.9,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Police Reform,,,1CPG08,,2,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Police Reform,,,1CPG08,,6,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Police Reform,,,1CPG08,,2,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Police Reform,,,1CPG08,,1,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Police Reform,,,1CPG08,,1,20235,23802,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Support Officer,,Home Office,Home Office,Police Reform,,,1CPG08,,2,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Local Policing and Crime and Justice Unit,,,1CPG26,,1,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Local Policing and Crime and Justice Unit,,,1CPG26,,5,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Local Policing and Crime and Justice Unit,,,1CPG26,,1,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Local Policing and Crime and Justice Unit,,,1CPG26,,2,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Local Policing and Crime and Justice Unit,,,1CPG26,,1.5,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Local Policing and Crime and Justice Unit,,,1CPG26,,1,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Police Protective Services Unit,,,1CPG27,,1,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Police Protective Services Unit,,,1CPG27,,2,32602,37964,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Police Productivity,,,1CPG20,,5,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Police Productivity,,,1CPG20,,7.71,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Police Productivity,,,1CPG20,,5,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Police Productivity,,,1CPG20,,4,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Police Productivity,,,1CPG20,,2.8,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Police Productivity,,,1CPG20,,2,15386,17377,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,Police Productivity,,,1CPG20,,2,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Senior Finance Manager,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,2,54705,67699,,Finance,,
Mar-11,Junior,,,Grade 7,Finance Officer,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,5,44656,55264,,Finance,,
Mar-11,Junior,,,SEO,Finance Officer,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,6,32602,37964,,Finance,,
Mar-11,Junior,,,HEO,Finance Officer,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,3,25297,29757,,Finance,,
Mar-11,Junior,,,EO,Finance Officer,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,10.69,20235,23802,,Finance,,
Mar-11,Junior,,,AO,Finance Officer,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,2,15386,17377,,Finance,,
Mar-11,Junior,,,HEO-D,Economist,,Home Office,Home Office,Group Finance Unit,,,1CPG14,,1,23802,33953,,Finance,,
Mar-11,Junior,,,Grade 6,Communications Manager,,Home Office,Home Office,Crime and Policing Communications,,,1CPG18,,1,54705,67699,,Communications,,
Mar-11,Junior,,,Grade 7,Communications Manager,,Home Office,Home Office,Crime and Policing Communications,,,1CPG18,,2.51,44656,55264,,Communications,,
Mar-11,Junior,,,SEO,Communications Manager,,Home Office,Home Office,Crime and Policing Communications,,,1CPG18,,6,32602,37964,,Communications,,
Mar-11,Junior,,,HEO,Communications Manager,,Home Office,Home Office,Crime and Policing Communications,,,1CPG18,,6,25297,29757,,Communications,,
Mar-11,Junior,,,AO,Communications Support Officer,,Home Office,Home Office,Crime and Policing Communications,,,1CPG18,,2,15386,17377,,Communications,,
Mar-11,Junior,,,Grade 6,Operational Researcher,,Home Office,Home Office,Research & Analysis,,,1CPG19,,4,54705,67699,,Operational Research,,
Mar-11,Junior,,,Grade 7,Operational Researcher,,Home Office,Home Office,Research & Analysis,,,1CPG19,,8.2,44656,55264,,Operational Research,,
Mar-11,Junior,,,SEO,Operational Researcher,,Home Office,Home Office,Research & Analysis,,,1CPG19,,16.8,32602,37964,,Operational Research,,
Mar-11,Junior,,,HEO,Operational Researcher,,Home Office,Home Office,Research & Analysis,,,1CPG19,,2,25297,29757,,Operational Research,,
Mar-11,Junior,,,EO,Operational Researcher,,Home Office,Home Office,Research & Analysis,,,1CPG19,,9.6,20235,23802,,Operational Research,,
Mar-11,Junior,,,AO,Operational Researcher,,Home Office,Home Office,Research & Analysis,,,1CPG19,,2,15386,17377,,Operational Research,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,2,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,4.6,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,3.8,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,2.83,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,4,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,0.6,15386,17377,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,"Strategy, Skills and Planning Unit",,,1CPG25,,1,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,4,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,6.6,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,7,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,3,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,2,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,2,15386,17377,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,Organised and Financial Crime,,,1CPG01,,1,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Policing Powers and Protection,,,1CPG04,,1,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Policing Powers and Protection,,,1CPG04,,4,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Policing Powers and Protection,,,1CPG04,,3.6,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Policing Powers and Protection,,,1CPG04,,2,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Policing Powers and Protection,,,1CPG04,,2,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Policing Powers and Protection,,,1CPG04,,2,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Public Order,,,1CPG16,,7.5,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Public Order,,,1CPG16,,6,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Public Order,,,1CPG16,,13.67,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Public Order,,,1CPG16,,4.83,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Public Order,,,1CPG16,,8.31,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Crime Strategy Delivery Team,,,1CPG25,,1,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Crime Strategy Delivery Team,,,1CPG25,,1,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Crime Strategy Delivery Team,,,1CPG25,,1,32602,37964,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Crime Strategy Delivery Team,,,1CPG25,,1,20235,23802,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Community Safety,,,1CPG10,,2,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Community Safety,,,1CPG10,,11.43,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Community Safety,,,1CPG10,,7.2,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Community Safety,,,1CPG10,,3,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Community Safety,,,1CPG10,,4,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Community Safety,,,1CPG10,,1,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG12,,1.89,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG12,,6.8,44656,55264,,Policy,,
Mar-11,Junior,,,SEO,Policy Adviser,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG12,,11.8,32602,37964,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG12,,10,25297,29757,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG09,,2,20235,23802,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG12,,4.4,15386,17377,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,Drug and Alcohol Strategy,,,1CPG12,,2,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Strategic Centre for Organised Crime,,,1CPG27,,1,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Strategic Centre for Organised Crime,,,1CPG27,,2,44656,55264,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Strategic Centre for Organised Crime,,,1CPG27,,1,20235,23802,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Hillsborough Disclosure Unit,,,1CPG28,,2,44656,55264,,Policy,,
Mar-11,Junior,,,HEO,Policy Adviser,,Home Office,Home Office,Hillsborough Disclosure Unit,,,1CPG28,,1,25297,29757,,Policy,,
Mar-11,Junior,,,AO,Policy Support Officer,,Home Office,Home Office,Hillsborough Disclosure Unit,,,1CPG28,,1,15386,17377,,Policy,,
Mar-11,Junior,,,Grade 6,Policy Adviser,,Home Office,Home Office,Forensic Science,,,2CPG07,,1,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 7,Policy Adviser,,Home Office,Home Office,Forensic Science,,,2CPG07,,1,44656,55264,,Policy,,
Mar-11,Junior,,,EO,Policy Support Officer,,Home Office,Home Office,Forensic Science,,,2CPG07,,1,20235,23802,,Policy,,
Mar-11,Junior,,,HEO-D,Policy Adviser,,Home Office,Home Office,Forensic Science,,,2CPG07,,1,23802,33953,,Policy,,
Mar-11,Junior,,,Grade 6,Senior Private Secretary,,Home Office,Home Office,Human Resources Director General's Office,,,3HR01,,1,54705,67699,,Human Resources,,
Mar-11,Junior,,,HEO,Assistant Private Secretary and Office Manager,,Home Office,Home Office,Human Resources Director General's Office,,,3HR01,,1,25297,29757,,Human Resources,,
Mar-11,Junior,,,EO,Diary Manager ,,Home Office,Home Office,Human Resources Director General's Office,,,3HR01,,1,20235,23802,,Human Resources,,
Mar-11,Junior,,,AO,Administrative Support,,Home Office,Home Office,Human Resources Director General's Office,,,3HR01,,1,15386,17377,,Human Resources,,
Mar-11,Junior,,,Grade 7,Head of HR Secretariat Team ,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,44656,55264,,Human Resources,,
Mar-11,Junior,,,SEO,Internal Communications/Honours Manager,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,32602,37964,,Human Resources,,
Mar-11,Junior,,,SEO,Business Support & Finance Manager,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,32602,37964,,Finance,,
Mar-11,Junior,,,HEO,Higher Finance Officer,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,25297,29757,,Finance,,
Mar-11,Junior,,,EO,Finance Officer,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,20235,23802,,Finance,,
Mar-11,Junior,,,HEO,Honours Secretary ,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,0.6,25297,29757,,Human Resources,,
Mar-11,Junior,,,HEO,Higher Secretariat Officer,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,25297,29757,,Human Resources,,
Mar-11,Junior,,,EO,Deputy Honours Secretary ,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,20235,23802,,Human Resources,,
Mar-11,Junior,,,EO,Personal Assistant to Head of Unit ,,Home Office,Home Office,Strategy Analysis and Performance,,,1HR01,,1,20235,23802,,Human Resources,,
Mar-11,Junior,,,Grade 7,Head of Diversity Consultancy,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,44656,55264,,Human Resources,,
Mar-11,Junior,,,Grade 7,Head of Equality Statutory Compliance,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,44656,55264,,Human Resources,,
Mar-11,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,44656,55264,,Human Resources,,
Mar-11,Junior,,,Grade 7,Vacant,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,44656,55264,,Human Resources,,
Mar-11,Junior,,,SEO,Senior Diversity Adviser,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,3.7,32602,37964,,Human Resources,,
Mar-11,Junior,,,HEO,Business Manager,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,25297,29757,,Human Resources,,
Mar-11,Junior,,,HEO,Diversity Adviser,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,25297,29757,,Human Resources,,
Mar-11,Junior,,,EO,Business Manager,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,3,20235,23802,,Human Resources,,
Mar-11,Junior,,,EO,Diversity Adviser,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,0.9,20235,23802,,Human Resources,,
Mar-11,Junior,,,SPS,Diary Manager,,Home Office,Home Office,Group Equality and Diversity,,,1HR02,,1,20753,24662,,Human Resources,,
Mar-11,Junior,,,Grade 7,Principal Private Secretary,,Home Office,Home Office,Director General's Office,,,3FC01,,1,44656,55264,,Finance,,
Mar-11,Junior,,,HEO,Private Secretary,,Home Office,Home Office,Director General's Office,,,3FC01,,2,25297,29757,,Finance,,
Mar-11,Junior,,,EO,Diary Manager,,Home Office,Home Office,Director General's Office,,,3FC01,,1,20235,23802,,Finance,,
Mar-11,Junior,,,EO,Diary Manager,,Home Office,Home Office,Performance and Finance Director's Office,,,2FC03,,1,20235,23802,,Finance,,
Mar-11,Junior,,,Grade 6,Senior Finance Manager,,Home Office,Home Office,Value for Money,,,1FC01,,1,54705,67699,,Finance,,
Mar-11,Junior,,,Grade 6,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,1,54705,67699,,Finance,,
Mar-11,Junior,,,Grade 7,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,5,44656,55264,,Finance,,
Mar-11,Junior,,,Grade 7,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,3,44656,55264,,Finance,,
Mar-11,Junior,,,Grade 7,Operational Researcher,,Home Office,Home Office,Value for Money,,,1FC01,,1,44656,55264,,Finance,,
Mar-11,Junior,,,SEO,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,2,32602,37964,,Finance,,
Mar-11,Junior,,,SEO,Programme Manager,,Home Office,Home Office,Value for Money,,,1FC01,,1,32602,37964,,Finance,,
Mar-11,Junior,,,SEO,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,9,32602,37964,,Finance,,
Mar-11,Junior,,,HEO,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,2,25297,29757,,Finance,,
Mar-11,Junior,,,HEO,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,2,25297,29757,,Finance,,
Mar-11,Junior,,,HEO,Programme Support Officer,,Home Office,Home Office,Value for Money,,,1FC01,,1,25297,29757,,Finance,,
Mar-11,Junior,,,EO,Strategic Finance & Performance Officer,,Home Office,Home Office,Value for Money,,,1FC01,,2,20235,23802,,Finance,,
Mar-11,Junior,,,EO,Continuous Improvement Specialist,,Home Office,Home Office,Value for Money,,,1FC01,,1,20235,23802,,Finance,,
Mar-11,Junior,,,AO,Diary Manager,,Home Office,Home Office,Value for Money,,,1FC01,,1,15386,17377,,Finance,,
Mar-11,Junior,,,Grade 6,Strategic Performance & Risk Mgr,,Home Office,Home Office,Resources and Planning,,,1FC03,,0.8,54705,67699,,Policy,,
Mar-11,Junior,,,Grade 6,Strategic Finance Manager,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,54705,67699,,Finance,,
Mar-11,Junior,,,Grade 7,Senior Risk Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,2,44656,55264,,Policy,,
Mar-11,Junior,,,Grade 7,Senior Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,44656,55264,,Policy,,
Mar-11,Junior,,,Grade 7,Senior Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,4,44656,55264,,Finance,,
Mar-11,Junior,,,Grade 7,Senior Finance & Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,4.23,44656,55264,,Finance,,
Mar-11,Junior,,,SEO,Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,32602,37964,,Policy,,
Mar-11,Junior,,,SEO,Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,32602,37964,,Finance,,
Mar-11,Junior,,,SEO,Finance & Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,32602,37964,,Finance,,
Mar-11,Junior,,,HEO,Finance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,25297,29757,,Finance,,
Mar-11,Junior,,,HEO,Finance & Performance Analyst,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,25297,29757,,Finance,,
Mar-11,Junior,,,EO,Diary Manager,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,20235,23802,,Policy,,
Mar-11,Junior,,,EO,Business Support Officer,,Home Office,Home Office,Resources and Planning,,,1FC03,,1,20235,23802,,Policy,,
Mar-11,Junior,,,Grade 6,Senior Finance Manager,,Home Office,Home Office,Accounting and Finance,,,1FC05,,2.67,54705,67699,,Finance,,
Mar-11,Junior,,,Grade 7,Senior Finance Manager,,Home Office,Home Office,Accounting and Finance,,,1FC05,,6,44656,55264,,Finance,,
Mar-11,Junior,,,SEO,Finance Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,15,32602,37964,,Finance,,
Mar-11,Junior,,,HEO,Finance Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,11,25297,29757,,Finance,,
Mar-11,Junior,,,EO,Finance Support Officer,,Home Office,Home Office,Accounting and Finance,,,1FC05,,10.8,20235,23802,,Finance,,
Mar-11,Junior,,,Grade 6,Internal Auditor,,Home Office,Home Office,Audit and Assurance,,,1FC06,,1,54705,67699,,Internal Audit,,
Mar-11,Junior,,,Grade 7,Internal Auditor,,Home Office,Home Office,Audit and Assurance,,,1FC06,,6,44656,55264,,Internal Audit,,
Mar-11,Junior,,,SEO,Internal Auditor,,Home Office,Home Office,Audit and Assurance,,,1FC06,,18.8,32602,37964,,Internal Audit,,
Mar-11,Junior,,,HEO,Internal Auditor,,Home Office,Home Office,Audit and Assurance,,,1FC06,,11.6,25297,29757,,Internal Audit,,
Mar-11,Junior,,,EO,Internal Audit Support Officer,,Home Office,Home Office,Audit and Assurance,,,1FC06,,5,20235,23802,,Internal Audit,,
Mar-11,Junior,,,EO,Finance Support Officer,,Home Office,Home Office,Audit and Assurance,,,1FC06,,1,20235,23802,,Internal Audit,,
Mar-11,Junior,,,EO,Business Support Officer,,Home Office,Home Office,Audit and Assurance,,,1FC06,,0.83,20235,23802,,Internal Audit,,
Mar-11,Junior,,,Grade 7,Senior Finance Manager,,Home Office,Home Office,Financial Management Capability,,,1FC10,,2,44656,55264,,Finance,,
Mar-11,Junior,,,SEO,Finance Officer,,Home Office,Home Office,Financial Management Capability,,,1FC10,,3,32602,37964,,Finance,,
Mar-11,Junior,,,HEO,Finance Officer,,Home Office,Home Office,Financial Management Capability,,,1FC10,,1,25297,29757,,Finance,,
Mar-11,Junior,,,HEO,Office Manager,,Home Office,Home Office,Financial Management Capability,,,1FC10,,1,25297,29757,,Finance,,
