Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid
Sep-14,Senior,B164,Meenakshi Nath,SCS1,Head of Private Sector Department,Head of Private Sector Department,Department for International Development,DFID,Economic Development,0845 300 4100,enquiry@dfid.gov.uk,A46,843529,1,60000,64999,,Policy,,1
Sep-14,Senior,B165,Paul Wafer,SCS1,Head of Africa Directorate,Head of Africa Directorate,Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,887082,1,70000,74999,,Policy,,1
Sep-14,Senior,B166,Ian Shapiro,SCS1,Head of  Private Sector Department,Head of  Private Sector Department,Department for International Development,DFID,Economic Development,0845 300 4100,enquiry@dfid.gov.uk,A46,804029,1,70000,74999,,Policy,,1
Sep-14,Senior,B167,Louise Thomas,SCS1,"Head of Trade for Development, Trade Policy Unit","Head of Trade for Development, Trade Policy Unit",Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A30,0,1,70000,74999,,Policy,,1
Sep-14,Senior,B173,Elise Gallagher,SCS1,"Head of Profession, HR","Head of Profession, HR",Department for International Development,DFID,Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A27,1431814,1,60000,64999,,Human Resources,,1
Sep-14,Senior,B168,Allan Howard,SCS1,WASH Team Leader,WASH Team Leader,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,15660,1,65000,69999,,Policy,,1
Sep-14,Senior,B169,Robert Wilkinson,SCS1,"Head of Cabinet, Policy and Research Division","Head of Cabinet, Policy and Research Division",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,B122,0,1,0,0,,Policy,,1
Sep-14,Senior,B170,Julius Court,SCS1,Head of DFID Ethiopia (Acting),Head of DFID Ethiopia (Acting),Department for International Development,DFID,Country Programmes,0845 300 4100,enquiry@dfid.gov.uk,A28,941096,1,70000,74999,,Policy,,1
Sep-14,Senior,B172,Jennifer Marshall,SCS1,Head of DFID Malawi,Head of DFID Malawi,Department for International Development,DFID,Country programmes,845 300 4100,enquiry@dfid.gov.uk,A30,600325,1,70000,74999,,Policy,,1
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,A2,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,A2,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Senior Operational Manager,,Department for International Development,DFID,Corporate Performance,,,A2,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,A2,,3.8,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,A2,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,A2,,3,31320,35680,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,A25,,1,41218,45380,,Finance,,
Sep-14,Junior,,,A1 (G6),HR Officer,,Department for International Development,DFID,Corporate Performance,,,A27,,8.6,61381,70290,,Human Resources,,
Sep-14,Junior,,,A1 (G6),Senior Operational Manager,,Department for International Development,DFID,Corporate Performance,,,A27,,1,61381,70290,,Human Resources,,
Sep-14,Junior,,,A2 (G7),HR Officer,,Department for International Development,DFID,Corporate Performance,,,A27,,8.1,49410,58160,,Human Resources,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,A27,,1,49410,58160,,Human Resources,,
Sep-14,Junior,,,A2L (SEO),HR Officer,,Department for International Development,DFID,Corporate Performance,,,A27,,4.8,41218,45380,,Human Resources,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Corporate Performance,,,A27,,3,23615,28210,,Human Resources,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,A27,,1,23615,28210,,Human Resources,,
Sep-14,Junior,,,B1D (Faststream),HR Officer,,Department for International Development,DFID,Corporate Performance,,,A27,,1,26800,37195,,Human Resources,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Corporate Performance,,,A44,,1,23615,28210,,Finance,,
Sep-14,Junior,,,A1 (G6),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,4,61381,70290,,Communications,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,61381,70290,,Communications,,
Sep-14,Junior,,,A2 (G7),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,7.6,49410,58160,,Communications,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,49410,58160,,Communications,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,B38,,1,49410,58160,,Communications,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,49410,58160,,Communications,,
Sep-14,Junior,,,A2L (SEO),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,10.8,41218,45380,,Communications,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,41218,45380,,Communications,,
Sep-14,Junior,,,B1 (HEO),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,5,31320,35680,,Communications,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,31320,35680,,Communications,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,2,31320,35680,,Communications,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,23615,28210,,Communications,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,23615,28210,,Communications,,
Sep-14,Junior,,,B1D (Faststream),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B38,,1,26800,37195,,Communications,,
Sep-14,Junior,,,A1 (G6),IT Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,5,61381,70290,,Information Technology,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,1,61381,70290,,Information Technology,,
Sep-14,Junior,,,A2 (G7),IT Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,13.8,49410,58160,,Information Technology,,
Sep-14,Junior,,,A2 (G7),Knowledge Information Management Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,1,49410,58160,,Information Technology,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,2,49410,58160,,Information Technology,,
Sep-14,Junior,,,A2L (SEO),IT Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,20,41218,45380,,Information Technology,,
Sep-14,Junior,,,A2L (SEO),Knowledge Information Management Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,1,41218,45380,,Information Technology,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,2,41218,45380,,Information Technology,,
Sep-14,Junior,,,B1 (HEO),IT Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,17.1,31320,35680,,Information Technology,,
Sep-14,Junior,,,B1 (HEO),Knowledge Information Management Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,1,31320,35680,,Information Technology,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,3,31320,35680,,Information Technology,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,1,23615,28210,,Information Technology,,
Sep-14,Junior,,,B2 (EO),IT Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,15.4,23615,28210,,Information Technology,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,7.3,23615,28210,,Information Technology,,
Sep-14,Junior,,,C1 (AO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,1,19500,23276,,Information Technology,,
Sep-14,Junior,,,B1D (Faststream),IT Manager,,Department for International Development,DFID,Corporate Performance,,,B41,,4,26800,37195,,Information Technology,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Senior Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,6.7,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Procurement Officer,,Department for International Development,DFID,Corporate Performance,,,B47,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Senior Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,6,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,9,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,19.2,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Operations Support Officer,,Department for International Development,DFID,Corporate Performance,,,B47,,1,23615,28210,,Policy,,
Sep-14,Junior,,,C1 (AO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,12.4,19500,23276,,Policy,,
Sep-14,Junior,,,C2 (AA),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B47,,9,16080,20090,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B80,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,B105,,1,61381,70290,,Finance,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,1,61381,70290,,Finance,,
Sep-14,Junior,,,A2 (G7),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,B105,,3,49410,58160,,Finance,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,1,49410,58160,,Finance,,
Sep-14,Junior,,,A2L (SEO),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,B105,,2,41218,45380,,Finance,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,4,41218,45380,,Finance,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,3,31320,35680,,Finance,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,5.8,23615,28210,,Finance,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,1,23615,28210,,Policy,,
Sep-14,Junior,,,C1 (AO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B105,,16.5,19500,23276,,Finance,,
Sep-14,Junior,,,A1 (G6),Internal Auditor,,Department for International Development,DFID,Corporate Performance,,,B109,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Internal Auditor,,Department for International Development,DFID,Corporate Performance,,,B109,,3,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Internal Auditor,,Department for International Development,DFID,Corporate Performance,,,B109,,9,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Internal Audit Support Officer,,Department for International Development,DFID,Corporate Performance,,,B109,,2,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Internal Auditor,,Department for International Development,DFID,Corporate Performance,,,B109,,7,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Internal Auditor,,Department for International Development,DFID,Corporate Performance,,,B109,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B109,,2,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,B117,,1,23615,28210,,Finance,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B127,,2,61381,70290,,Finance,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,B127,,1,61381,70290,,Finance,,
Sep-14,Junior,,,A1 (G6),Statistician,,Department for International Development,DFID,Corporate Performance,,,B127,,1,61381,70290,,Finance,,
Sep-14,Junior,,,A2 (G7),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,B127,,1,49410,58160,,Finance,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B127,,4,49410,58160,,Finance,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,B127,,2,49410,58160,,Finance,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B127,,1,49410,58160,,Finance,,
Sep-14,Junior,,,A2 (G7),Statistician,,Department for International Development,DFID,Corporate Performance,,,B127,,2,49410,58160,,Finance,,
Sep-14,Junior,,,A2L (SEO),Finance Officer,,Department for International Development,DFID,Corporate Performance,,,B127,,2.8,41218,45380,,Finance,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B127,,1.6,41218,45380,,Finance,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B127,,5.8,31320,35680,,Finance,,
Sep-14,Junior,,,B1 (HEO),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,B127,,1,31320,35680,,Finance,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B127,,3.8,23615,28210,,Finance,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Corporate Performance,,,B127,,1,26800,37195,,Finance,,
Sep-14,Junior,,,B1D (Faststream),Statistician,,Department for International Development,DFID,Corporate Performance,,,B127,,1.9,26800,37195,,Finance,,
Sep-14,Junior,,,A1 (G6),Procurement Officer,,Department for International Development,DFID,Corporate Performance,,,B134,,2,61381,70290,,Finance,,
Sep-14,Junior,,,A2 (G7),Procurement Officer,,Department for International Development,DFID,Corporate Performance,,,B134,,10,49410,58160,,Finance,,
Sep-14,Junior,,,A2L (SEO),Procurement Officer,,Department for International Development,DFID,Corporate Performance,,,B134,,15.9,41218,45380,,Finance,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B134,,2,31320,35680,,Finance,,
Sep-14,Junior,,,B1 (HEO),Procurement Officer,,Department for International Development,DFID,Corporate Performance,,,B134,,11.6,31320,35680,,Finance,,
Sep-14,Junior,,,B2 (EO),Procurement Officer,,Department for International Development,DFID,Corporate Performance,,,B134,,1,23615,28210,,Finance,,
Sep-14,Junior,,,C1 (AO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B134,,3.4,19500,23276,,Finance,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B137,,1,61381,70290,,Finance,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B137,,2,61381,70290,,Finance,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Corporate Performance,,,B137,,2,49410,58160,,Finance,,
Sep-14,Junior,,,A2 (G7),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B139,,3,49410,58160,,Communications,,
Sep-14,Junior,,,A2L (SEO),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B139,,5,41218,45380,,Communications,,
Sep-14,Junior,,,B1 (HEO),Communications Manager,,Department for International Development,DFID,Corporate Performance,,,B139,,2,31320,35680,,Communications,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Corporate Performance,,,B139,,1,23615,28210,,Communications,,
Sep-14,Junior,,,A1 (G6),HR Officer,,Department for International Development,DFID,Corporate Performance,,,B173,,1,61381,70290,,Human Resources,,
Sep-14,Junior,,,A2 (G7),HR Support Officer,,Department for International Development,DFID,Corporate Performance,,,B173,,4,49410,58160,,Human Resources,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B173,,2,49410,58160,,Human Resources,,
Sep-14,Junior,,,A2L (SEO),HR Officer,,Department for International Development,DFID,Corporate Performance,,,B173,,1,41218,45380,,Human Resources,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B173,,4.9,41218,45380,,Human Resources,,
Sep-14,Junior,,,B1 (HEO),HR Officer,,Department for International Development,DFID,Corporate Performance,,,B173,,4.9,31320,35680,,Human Resources,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B173,,7,31320,35680,,Human Resources,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B173,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),HR Officer,,Department for International Development,DFID,Corporate Performance,,,B173,,5.4,23615,28210,,Human Resources,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B173,,6.9,23615,28210,,Human Resources,,
Sep-14,Junior,,,C1 (AO),Operational Manager,,Department for International Development,DFID,Corporate Performance,,,B173,,5,19500,23276,,Human Resources,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A25,,2,61381,70290,,Finance,,
Sep-14,Junior,,,A1 (G6),Senior Operational Manager,,Department for International Development,DFID,Country Programmes,,,A25,,1,61381,70290,,Finance,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A25,,0.7,49410,58160,,Finance,,
Sep-14,Junior,,,B1 (HEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A25,,2,31320,35680,,Finance,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,A25,,1,23615,28210,,Finance,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A25,,1,26800,37195,,Finance,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A26,,5,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A26,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A26,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A26,,7.6,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A26,,4,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A26,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A26,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A26,,3,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A26,,2.5,23615,28210,,Policy,,
Sep-14,Junior,,,C1 (AO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,A26,,1,19500,23276,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A26,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A28,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A41,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Senior Operational Manager,,Department for International Development,DFID,Country Programmes,,,A41,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,3,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A41,,2,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,3,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A41,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,A41,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,1,23615,28210,,Policy,,
Sep-14,Junior,,,C1 (AO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,1,19500,23276,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A41,,2,26800,37195,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A42,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A43,,1,61381,70290,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,A43,,1,23615,28210,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A45,,6,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A45,,4,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A45,,5,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A45,,11.5,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A45,,5,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A45,,2,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A45,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A45,,7,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A45,,3,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,A45,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A45,,9,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,A45,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A45,,5,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,A45,,3,23615,28210,,Policy,,
Sep-14,Junior,,,C1 (AO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,A45,,5,19500,23276,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B43,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B49,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B49,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B49,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B49,,3,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B49,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B49,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B49,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B49,,3,31320,35680,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B52,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B52,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B52,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B52,,5,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B52,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Statistician,,Department for International Development,DFID,Country Programmes,,,B52,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B52,,2,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B52,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B52,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B52,,1,26800,37195,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B52,,2,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B54,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B54,,15.8,61381,70290,,Policy,,
