Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Oct-10,Junior,,,13,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Responsibility and Cost Sharing Programme,,,SEO,,2,,,,,
Oct-10,Junior,,,13,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Responsibility and Cost Sharing Programme,,,G7,,2.9,,,,,
Oct-10,Junior,,,13,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Responsibility and Cost Sharing Programme,,,G6,,2,,,,,
Oct-10,Junior,,,2,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Royal Commission on Environmental Pollution,,,AO,,2,,,,,
Oct-10,Junior,,,2,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Royal Commission on Environmental Pollution,,,EO,,1.56,,,,,
Oct-10,Junior,,,2,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Royal Commission on Environmental Pollution,,,HEO,,1,,,,,
Oct-10,Junior,,,2,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Royal Commission on Environmental Pollution,,,SEO,,2,,,,,
Oct-10,Junior,,,2,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Royal Commission on Environmental Pollution,,,G7,,1,,,,,
Oct-10,Junior,,,19,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Communities Policy Ongoing Function,,,AO,,0.78,,,,,
Oct-10,Junior,,,19,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Communities Policy Ongoing Function,,,EO,,1.69,,,,,
Oct-10,Junior,,,19,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Communities Policy Ongoing Function,,,HEO,,8,,,,,
Oct-10,Junior,,,19,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Communities Policy Ongoing Function,,,SEO,,3,,,,,
Oct-10,Junior,,,19,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Communities Policy Ongoing Function,,,G7,,3,,,,,
Oct-10,Junior,,,19,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Communities Policy Ongoing Function,,,G6,,1,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Development Programme England,,,AA,,1,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Development Programme England,,,AO,,2.56,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Development Programme England,,,EO,,3,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Development Programme England,,,HEO,,8.6,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Development Programme England,,,SEO,,7,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Rural Development Programme England,,,G7,,7.5,,,,,
Oct-10,Junior,,,21,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Science & Engineering Career Home,,,EO,,1,,,,,
Oct-10,Junior,,,21,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Science & Engineering Career Home,,,HEO,,1,,,,,
Oct-10,Junior,,,29,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",SEG Management,,,SEO,,1,,,,,
Oct-10,Junior,,,29,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",SEG Management,,,G7,,1,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Soils,,,EO,,0.7,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Soils,,,HEO,,3,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Soils,,,SEO,,1,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Soils,,,G7,,2,,,,,
Oct-10,Junior,,,35,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Communications Unit,,,EO,,0.83,,,,,
Oct-10,Junior,,,35,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Communications Unit,,,HEO,,1,,,,,
Oct-10,Junior,,,35,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Communications Unit,,,G6,,3,,,,,
Oct-10,Junior,,,160,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Expenditure Review Team,,,AO,,1,,,,,
Oct-10,Junior,,,160,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Expenditure Review Team,,,HEO,,4,,,,,
Oct-10,Junior,,,160,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Expenditure Review Team,,,SEO,,1.6,,,,,
Oct-10,Junior,,,160,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Expenditure Review Team,,,G7,,1.6,,,,,
Oct-10,Junior,,,160,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Expenditure Review Team,,,G6,,1.85,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,AA,,3,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,AO,,9.69,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,EO,,9.8,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,HEO,,10,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,SEO,,24.47,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,G7,,16,,,,,
Oct-10,Junior,,,30,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategic Human Resources,,,G6,,4,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy Unit,,,AO,,1,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy Unit,,,EO,,1,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy Unit,,,HEO,,1.6,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy Unit,,,G7,,4.8,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy Unit,,,G6,,2,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Consumption & Production,,,AO,,4,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Consumption & Production,,,EO,,7,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Consumption & Production,,,HEO,,18,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Consumption & Production,,,SEO,,12.7,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Consumption & Production,,,G7,,10.81,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Consumption & Production,,,G6,,1.7,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Development Programme,,,AO,,2.89,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Development Programme,,,EO,,5,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Development Programme,,,HEO,,10.7,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Development Programme,,,SEO,,2,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Development Programme,,,G7,,6.92,,,,,
Oct-10,Junior,,,34,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Sustainable Development Programme,,,G6,,1,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,AA,,1,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,AO,,4,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,EO,,6,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,HEO,,8,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,SEO,,6,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,G7,,4.7,,,,,
Oct-10,Junior,,,11,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Veterinary Science and Evidence Base,,,G6,,2.8,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Ongoing Activities,,,AO,,2,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Ongoing Activities,,,EO,,6,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Ongoing Activities,,,HEO,,17.5,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Ongoing Activities,,,SEO,,5.5,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Ongoing Activities,,,G7,,16.84,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Ongoing Activities,,,G6,,3,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Sponsored Bodies,,,EO,,1,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Sponsored Bodies,,,HEO,,0.81,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Sponsored Bodies,,,SEO,,1,,,,,
Oct-10,Junior,,,26,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",WAC Sponsored Bodies,,,G7,,0.81,,,,,
Oct-10,Junior,,,31,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Waste,,,AO,,7.53,,,,,
Oct-10,Junior,,,31,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Waste,,,EO,,14,,,,,
Oct-10,Junior,,,31,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Waste,,,HEO,,20.7,,,,,
Oct-10,Junior,,,31,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Waste,,,SEO,,8.86,,,,,
Oct-10,Junior,,,31,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Waste,,,G7,,12.4,,,,,
Oct-10,Junior,,,31,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Waste,,,G6,,1,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Availability & Quality,,,AO,,1,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Availability & Quality,,,EO,,10,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Availability & Quality,,,HEO,,21,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Availability & Quality,,,SEO,,7.8,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Availability & Quality,,,G7,,8.8,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Availability & Quality,,,G6,,1,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Ongoing Function,,,AO,,2,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Ongoing Function,,,EO,,4,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Ongoing Function,,,HEO,,2.67,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Ongoing Function,,,SEO,,16,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Ongoing Function,,,G7,,8.6,,,,,
Oct-10,Junior,,,22,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water Ongoing Function,,,G6,,3,,,,,
Oct-10,Junior,,,,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Unassigned staff,,,AA,,5,,,,,
Oct-10,Junior,,,,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Unassigned staff,,,AO,,9,,,,,
Oct-10,Junior,,,,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Unassigned staff,,,EO,,7,,,,,
Oct-10,Junior,,,,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Unassigned staff,,,HEO,,7,,,,,
Oct-10,Junior,,,,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Unassigned staff,,,SEO,,8,,,,,
Oct-10,Junior,,,,,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Unassigned staff,,,G7,,4,,,,,
Mar-16,Senior,PS,Clare Moriarty,SCS4,Permanent Secretary,Permanent Secretary,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,XX,0,1,160000,164999,Policy,,1
Mar-16,Senior,DG01,Betsy Bassis,SCS3,"Director General, Chief Operating Officer","Director General, Chief Operating Officer","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",PSCH & DG Offices,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,309000,1,140000,144999,Operational Delivery,,1
Mar-16,Senior,DG02,Sonia Phippard,SCS3,"Director General, Environment & Rural","Director General, Environment & Rural","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",PSCH & DG Offices,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,182000,0.95,120000,124999,Policy,,1
Mar-16,Senior,DG03,Nicholas Joicey,SCS3,"Director General, SIFF","Director General, SIFF","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",PSCH & DG Offices,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,56000,1,110000,114999,Policy,,1
Mar-16,Senior,DG04,Ian Boyd,SCS3,"Director General, Chief Scientific Advisor","Director General, Chief Scientific Advisor","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Chief Scientific Adviser's Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,0,0.78,95000,99999,Science and Engineering,,1
Mar-16,Senior,DG05,Nigel Gibbens,SCS2,Chief Veterinary Officer,Chief Veterinary Officer,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Animal & Plant Health,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,PS,0,1,115000,119999,Vets,,1
Mar-16,Senior,D001,Clare Marsden,SCS2,Head of Procurement and Commercial,Head of Procurement and Commercial,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Network Corporate Services,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,0,1,0,0,Finance,On secondment from Environment Agency.  EA paying costs.,1
Mar-16,Senior,D002,Alastair Bridges,SCS2,Group Finance Director,Group Finance Director,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,0,1,85000,89999,Finance,,1
Mar-16,Senior,D003,Lorraine Jainudeen,SCS2,Group HR Director,Group HR Director,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Human Resources,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,1166000,1,100000,104999,Human Resources,,1
Mar-16,Senior,D004,Eliminated,SCS2,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,DG01,0,1,0,0,,,1
Mar-16,Senior,D006,Eliminated,SCS2,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,DG03,0,1,0,0,,,1
Mar-16,Senior,D007,N/D,SCS2,"Director, Animal & Plant Health","Director, Animal & Plant Health","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Animal & Plant Health,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG03,302000,1,85000,89999,Policy,,1
Mar-16,Senior,D008,Eliminated,SCS2,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,DG03,0,1,0,0,Vets,,1
Mar-16,Senior,D009,Shaun Gallagher,SCS2,"Director, Environmental Quality","Director, Environmental Quality","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Environmental Quality,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG02,0,1,95000,99999,Policy,,1
Mar-16,Senior,D010,Sarah Church,SCS2,"Director, Food & Farming","Director, Food & Farming","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Food & Farming,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG03,919000,1,85000,89999,Programme and Project Management (PPM),,1
Mar-16,Senior,D011,Eliminated,SCS2,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,DG02,0,1,0,0,,,1
Mar-16,Senior,D012,Eliminated,SCS2,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,DG02,0,1,0,0,,,1
Mar-16,Senior,D013,Shirley Trundle,SCS2,"Director, Natural Environment Policy","Director, Natural Environment Policy","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Natural Environment Policy,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG02,567000,1,110000,114999,Policy,,1
Mar-16,Senior,D014,Sarah Hendry,SCS2,"Director, Floods & Water","Director, Floods & Water","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Water & Flood Management,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG02,611000,1,90000,94999,Policy,,1
Mar-16,Senior,D015,Vacant,SCS2,Director of Analysis,Director of Analysis,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,N/A,defra.helpline@defra.gsi.gov.uk,DG03,0,1,0,0,Policy,,1
Mar-16,Senior,D017,Emily Tofield,SCS2,"Director, Communications","Director, Communications","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG03,0,0.92,85000,89999,Communications,,1
Mar-16,Senior,D018,Amy Holmes,SCS2,"Director, EU, Marine & International","Director, EU, Marine & International","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & Marine",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG03,191000,1,85000,89999,Policy,,1
Mar-16,Senior,D020,Emily Miles,SCS2,"Group Director, Strategy","Group Director, Strategy","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy & Private Office,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG03,0,1,85000,89999,Policy,,1
Mar-16,Senior,D022,Vacant,SCS2,Transformational Change Director,Transformational Change Director,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Change,N/A,defra.helpline@defra.gsi.gov.uk,DG01,0,1,0,0,Policy,,1
Mar-16,Senior,D023,Eliminated,SCS2,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,DG01,0,1,0,0,Policy,,1
Mar-16,Senior,D024,Dave Webster,SCS2,"Director, Commercial Estates and Knowledge","Director, Commercial Estates and Knowledge","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Network Corporate Services,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,354000,1,110000,114999,Policy,,1
Mar-16,Senior,D025,Mark Funnell,SCS2,"Director, Communications (Interim)","Director, Communications (Interim)","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Communications,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG03,0,1,0,0,Communications,On Secondment from Forestry Commission.  FC paying costs,1
Mar-16,Senior,D026,Tanya Arkle,SCS2,Interim Director of ALB Transformation,Interim Director of ALB Transformation,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",ALB Partnership & Public Appointments,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG02,0,0.9,60000,64999,Policy,Temporarily filling SCS2 post,1
Mar-16,Senior,D027,John Seglias,SCS2,"Director, Chief Technology Officer","Director, Chief Technology Officer","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Digital, Data & Technology Services",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,0,1,155000,159999,Information Technology,,1
Mar-16,Senior,D028,Chris Howes,SCS2,"Supernumary, Chief Technology Officer","Supernumary, Chief Technology Officer","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Digital, Data & Technology Services",03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,0,1,0,0,Information Technology,Supernumary Post Created.  On secondment from Environment Agency.  EA Paying Costs,1
Mar-16,Senior,D029,Mark McLaughlin,SCS2,"Director, Chief Finance Officer","Director, Chief Finance Officer","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,DG01,0,1,0,0,Finance,On secondment from Environment Agency.  EA paying costs.,1
Mar-16,Senior,DD002,Eliminated,SCS1,Eliminated,Eliminated,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Eliminated,N/A,defra.helpline@defra.gsi.gov.uk,D001,0,0.58,N/A,N/A,,,1
Mar-16,Senior,DD003,N/D,SCS1,"Deputy Director, Head of Commercial Projects","Deputy Director, Head of Commercial Projects","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Network Corporate Services,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D024,592000,1,N/A,N/A,Programme and Project Management (PPM),,1
Mar-16,Senior,DD004,N/D,SCS1,"Deputy Director, Head of Procurement","Deputy Director, Head of Procurement","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Network Corporate Services,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D024,2154000,1,N/A,N/A,Procurement,,1
Mar-16,Senior,DD007,N/D,SCS1,"Deputy Director, Head of Financial Business Partnering","Deputy Director, Head of Financial Business Partnering","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D002,1349000,1,N/A,N/A,Finance,,1
Mar-16,Senior,DD008,N/D,SCS1,"Deputy Director, Finance Planning Performance & Governance","Deputy Director, Finance Planning Performance & Governance","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D002,947000,1,N/A,N/A,Finance,,1
Mar-16,Senior,DD009,N/D,SCS1,"Deputy Director, Head of Internal Audit","Deputy Director, Head of Internal Audit","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D002,556000,1,N/A,N/A,Internal Audit,,1
Mar-16,Senior,DD010,N/D,SCS1,"Deputy Director, Head of Financial Reporting and Control","Deputy Director, Head of Financial Reporting and Control","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D002,1539000,1,N/A,N/A,Finance,,1
Mar-16,Senior,DD011,N/D,SCS1,"Deputy Director, Financial Systems Reform","Deputy Director, Financial Systems Reform","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D002,0,1,N/A,N/A,Finance,,1
Mar-16,Senior,DD012,N/D,SCS1,"Deptuty Director, HR Expert Services","Deptuty Director, HR Expert Services","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Human Resources,03459 33 55 77,defra.helpline@defra.gsi.gov.uk,D003,950000,1,N/A,N/A,Human Resources,,1
