Back to Index,Junior/Senior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,1,56707,68322,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,5,46975,56597,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,2,34713,41851,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,6,27000,33654,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,6,29261,34424,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,8,24992,29060,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,2.5,21184,22646,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,63,,1,56707,68322,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,39,,1.6,56707,68322,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,39,,15.8,46975,56597,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,39,,1,34713,41851,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,39,,1,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,39,,1,27000,33654,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,39,,4,24992,29060,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,63,,1,56707,68322,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,63,,1,46975,56597,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,63,,1,27000,33654,Policy,,,
Mar-11,Junior,,,HEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy Directorate,,,63,,1,29261,34424,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,1,56707,68322,Science and Engineering,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,3,46975,56597,Science and Engineering,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,3,34713,41851,Science and Engineering,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,1,27000,33654,Science and Engineering,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,2.7,29261,34424,Science and Engineering,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,1,24992,29060,Science and Engineering,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,37,,0.86,21184,22646,Science and Engineering,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,2,56707,68322,Science and Engineering,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,4.67,46975,56597,Science and Engineering,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,6.56,34713,41851,Science and Engineering,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,1,27000,33654,Science and Engineering,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,8,29261,34424,Science and Engineering,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,1,24992,29060,Science and Engineering,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,36,,4,21184,22646,Science and Engineering,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,35,,1.86,56707,68322,Science and Engineering,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,35,,1,34713,41851,Science and Engineering,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,35,,2,29261,34424,Science and Engineering,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Science & Innovation Group,,,35,,1,24992,29060,Science and Engineering,,,
Mar-11,Junior,,,Grade 7 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,65,,1,46975,56597,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,65,,1,27000,33654,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,65,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,66,,1,29261,34424,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,67,,1,21184,22646,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,65,,1,56707,68322,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,65,,1,46975,56597,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,70,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,70,,2,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,70,,1,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,70,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,70,,5,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,70,,3,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,71,,3,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,71,,2,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,71,,3,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,71,,4,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,71,,8.63,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,71,,3,56707,68322,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,1,21184,22646,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,1.61,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,6.61,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,3,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,6,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,72,,2,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,66,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,66,,2,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,66,,1,27000,33654,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,66,,2,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 7 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,66,,1,46975,56597,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,68,,2,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,68,,3,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,68,,1,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,68,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,68,,1,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,68,,1.67,56707,68322,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,69,,1.75,21184,22646,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,69,,3,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,69,,3,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,69,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,69,,5.02,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,69,,1.67,56707,68322,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,67,,5,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,67,,2,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,67,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,67,,4,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,International Energy & Climate Change,,,67,,1,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,24992,29060,Policy,,,
Mar-11,Junior,,,Grade 7 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,46975,56597,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,24992,29060,Economics,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,27000,33654,Economics,,,
Mar-11,Junior,,,SEO London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,0.97,34713,41851,Economics,,,
Mar-11,Junior,,,SEO London,Analyst,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,44,,1,34713,41851,Economics,,,
Mar-11,Junior,,,Fast Stream London,Junior Analyst,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,44,,5,27000,33654,Economics,,,
Mar-11,Junior,,,Grade 7 London,Analyst,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,44,,12,46975,56597,Economics,,,
Mar-11,Junior,,,Grade 6 London,Senior Analyst,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,44,,3.43,56707,68322,Economics,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,44,,1,56707,68322,Economics,,,
Mar-11,Junior,,,AO London,Statistical Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,55,,6,21184,22646,Economics,,,
Mar-11,Junior,,,EO London,Statistical Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,55,,3,24992,29060,Economics,,,
Mar-11,Junior,,,HEO London,Statistician,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,55,,9,29261,34424,Economics,,,
Mar-11,Junior,,,Fast Stream London,Statistician,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,55,,1,27000,33654,Economics,,,
Mar-11,Junior,,,Grade 7 London,Senior Statistician,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,55,,4,46975,56597,Economics,,,
Mar-11,Junior,,,Grade 6 London,Senior Statistician,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,55,,2,56707,68322,Economics,,,
Mar-11,Junior,,,AO London,Legal Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,53,,1,21184,22646,Law,,,
Mar-11,Junior,,,EO London,Executive Assistant,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,58,,1,24992,29060,Law,,,
Mar-11,Junior,,,SEO London,Legal Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,56,,1,34713,41851,Law,,,
Mar-11,Junior,,,Grade 7 London,Legal Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,51,,2,46975,56597,Law,,,
Mar-11,Junior,,,Grade 6 London,Legal Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,51,,3,56707,68322,Law,,,
Mar-11,Junior,,,Grade 6 London,Business Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,51,,1,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,24992,29060,Human Resources,,,
Mar-11,Junior,,,SEO London,HR Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,34713,41851,Human Resources,,,
Mar-11,Junior,,,AO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,50,,1,21184,22646,Human Resources,,,
Mar-11,Junior,,,SEO London,HR Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,50,,2,34713,41851,Human Resources,,,
Mar-11,Junior,,,Grade 6 London,HR Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,50,,3,56707,68322,Human Resources,,,
Mar-11,Junior,,,HEO London,HR Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,50,,3,29261,34424,Human Resources,,,
Mar-11,Junior,,,EO London,HR Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,94,,1,24992,29060,Human Resources,,,
Mar-11,Junior,,,HEO London,HR Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,94,,1,29261,34424,Human Resources,,,
Mar-11,Junior,,,SEO London,HR Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,94,,2,34713,41851,Human Resources,,,
Mar-11,Junior,,,Grade 7 London,HR Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,94,,1,46975,56597,Human Resources,,,
Mar-11,Junior,,,Grade 6 London,HR Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,94,,2,56707,68322,Human Resources,,,
Mar-11,Junior,,,SEO London,Procurement Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,3,34713,41851,Procurement,,,
Mar-11,Junior,,,Grade 6 London,Senior Procurement Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,38,,1,56707,68322,Procurement,,,
Mar-11,Junior,,,HEO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,48,,1,29261,34424,Finance,,,
Mar-11,Junior,,,SEO London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,48,,2,34713,41851,Finance,,,
Mar-11,Junior,,,Grade 7 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,48,,2,46975,56597,Finance,,,
Mar-11,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,48,,2,56707,68322,Finance,,,
Mar-11,Junior,,,HEO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,54,,1,29261,34424,Finance,,,
Mar-11,Junior,,,SEO London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,54,,2,34713,41851,Finance,,,
Mar-11,Junior,,,Grade 7 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,54,,4,46975,56597,Finance,,,
Mar-11,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,54,,1,56707,68322,Finance,,,
Mar-11,Junior,,,AO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,52,,2,21184,22646,Finance,,,
Mar-11,Junior,,,EO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,52,,2,24992,29060,Finance,,,
Mar-11,Junior,,,HEO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,52,,5,29261,34424,Finance,,,
Mar-11,Junior,,,SEO London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,52,,1,34713,41851,Finance,,,
Mar-11,Junior,,,Grade 7 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,52,,4.86,46975,56597,Finance,,,
Mar-11,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,52,,4,56707,68322,Finance,,,
Mar-11,Junior,,,AO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,64,,1,21184,22646,Finance,,,
Mar-11,Junior,,,EO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,64,,3,24992,29060,Finance,,,
Mar-11,Junior,,,HEO London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,64,,6.72,29261,34424,Finance,,,
Mar-11,Junior,,,SEO London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,64,,4,34713,41851,Finance,,,
Mar-11,Junior,,,Grade 7 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,64,,6,46975,56597,Finance,,,
Mar-11,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Corporate and Professional Services,,,64,,2.83,56707,68322,Finance,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,24992,29060,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,2,46975,56597,Policy,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,29261,34424,Policy,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,24992,29060,Policy,,,
Mar-11,Junior,,,AO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,21184,22646,Policy,,,
Mar-11,Junior,,,HEO London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,90,,2,29261,34424,Communications,,,
Mar-11,Junior,,,Grade 7 London,Communications Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,90,,2,46975,56597,Communications,,,
Mar-11,Junior,,,EO London,Press Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,91,,1,24992,29060,Communications,,,
Mar-11,Junior,,,HEO London,Press Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,91,,2,29261,34424,Communications,,,
Mar-11,Junior,,,SEO London,Press Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,91,,2,34713,41851,Communications,,,
Mar-11,Junior,,,Grade 7 London,Press Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,91,,2,46975,56597,Communications,,,
Mar-11,Junior,,,Grade 7 London,Senior Press Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,91,,1,46975,56597,Communications,,,
Mar-11,Junior,,,AO London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,93,,2,21184,22646,Communications,,,
Mar-11,Junior,,,EO London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,93,,9,24992,29060,Communications,,,
Mar-11,Junior,,,HEO London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,93,,6.89,29261,34424,Communications,,,
Mar-11,Junior,,,SEO London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,93,,5,34713,41851,Communications,,,
Mar-11,Junior,,,Grade 7 London,Communications Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,93,,5.83,46975,56597,Communications,,,
Mar-11,Junior,,,Grade 6 London,Senior Communications Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,93,,1,56707,68322,Communications,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,87,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,87,,2,29261,34424,Policy,,,
